date,year,season,location,sampleID,microhabitat,scientificName,stage,number,benthicArea,invDens
2019-05-28,2019,Summer,Downstream,01DRSU19.DSH,DSH,Stylodrilus heringianus,adult,2,0.5,4
2019-05-28,2019,Summer,Downstream,01DRSU19.DSP,DSP,Stylodrilus heringianus,adult,3,0.5,6
2019-05-28,2019,Summer,Downstream,01DRSU19.DSR,DSR,Stylodrilus heringianus,adult,1,0.5,2
2019-05-28,2019,Summer,Downstream,01DRSU19.DSH,DSH,Testudacarus sp.,adult,1,0.5,2
2019-05-28,2019,Summer,Downstream,01DRSU19.DSH,DSH,Torrenticola sp.,adult,3,0.5,6
2019-05-28,2019,Summer,Downstream,01DRSU19.DSR,DSR,Torrenticola sp.,adult,1,0.5,2
2019-05-30,2019,Summer,Upstream,01URSU19.USH,USH,Bothrioneurum vejdovskyanum,adult,1,0.5,2
2019-05-30,2019,Summer,Upstream,01URSU19.USR,USR,Caecidotea sp.,adult,1,0.5,2
2019-05-30,2019,Summer,Upstream,01URSU19.USR,USR,Gloiobdella elongata,adult,1,0.5,2
2019-05-30,2019,Summer,Upstream,01URSU19.USH,USH,Lebertia sp.,adult,1,0.5,2
2019-05-30,2019,Summer,Upstream,01URSU19.USR,USR,Lebertia sp.,adult,1,0.5,2
2019-05-30,2019,Summer,Upstream,01URSU19.USR,USR,Lumbricina sp.,adult,1,0.5,2
2019-05-30,2019,Summer,Upstream,01URSU19.UFR,UFR,Lumbriculus variegatus,adult,1,0.5,2
2019-05-30,2019,Summer,Upstream,01URSU19.UM,UM,Optioservus sp.,adult,1,0.5,2
2019-05-30,2019,Summer,Upstream,01URSU19.USH,USH,Sperchon sp.,adult,1,0.5,2
2019-05-30,2019,Summer,Upstream,01URSU19.USH,USH,Torrenticola sp.,adult,1,0.5,2
2019-05-30,2019,Summer,Upstream,01URSU19.USU,USU,Torrenticola sp.,adult,1,0.5,2
2019-05-31,2019,Summer,Upstream,02URSU19.USH,USH,Aulodrilus pluriseta,adult,1,0.5,2
2019-05-31,2019,Summer,Upstream,02URSU19.UFR,UFR,Curculionidae sp.,adult,1,0.5,2
2019-05-31,2019,Summer,Upstream,02URSU19.UM,UM,Hygrobates sp.,adult,1,0.5,2
2019-05-31,2019,Summer,Upstream,02URSU19.UFR,UFR,Lebertia sp.,adult,1,0.5,2
2019-05-31,2019,Summer,Upstream,02URSU19.USR,USR,Lumbricina sp.,adult,2,0.5,4
2019-05-31,2019,Summer,Upstream,02URSU19.UFR,UFR,segmentedWorms,adult,1,0.5,2
2019-05-31,2019,Summer,Upstream,02URSU19.UM,UM,Sperchon sp.,adult,1,0.5,2
2019-05-31,2019,Summer,Upstream,02URSU19.USR,USR,Stenelmis sp.,adult,1,0.5,2
2019-05-31,2019,Summer,Upstream,02URSU19.UM,UM,Stylodrilus heringianus,adult,1,0.5,2
2019-05-31,2019,Summer,Upstream,02URSU19.UFR,UFR,Torrenticola sp.,adult,1,0.5,2
2019-05-31,2019,Summer,Upstream,02URSU19.USU,USU,Torrenticola sp.,adult,1,0.5,2
2019-06-03,2019,Summer,Downstream,02DRSU19.DM,DM,Aturus sp.,adult,1,0.5,2
2019-06-03,2019,Summer,Downstream,02DRSU19.DSH,DSH,Aturus sp.,adult,1,0.5,2
2019-06-03,2019,Summer,Downstream,02DRSU19.DM,DM,Bothrioneurum vejdovskyanum,adult,1,0.5,2
2019-06-03,2019,Summer,Downstream,02DRSU19.DSR,DSR,Bothrioneurum vejdovskyanum,adult,1,0.5,2
2019-06-03,2019,Summer,Downstream,02DRSU19.DSH,DSH,Ferrissia sp.,adult,13,0.5,26
2019-06-03,2019,Summer,Downstream,02DRSU19.DFR,DFR,Girardia sp.,adult,2,0.5,4
2019-06-03,2019,Summer,Downstream,02DRSU19.DM,DM,Girardia sp.,adult,3,0.5,6
2019-06-03,2019,Summer,Downstream,02DRSU19.DSH,DSH,Girardia sp.,adult,3,0.5,6
2019-06-03,2019,Summer,Downstream,02DRSU19.DSP,DSP,Girardia sp.,adult,2,0.5,4
2019-06-03,2019,Summer,Downstream,02DRSU19.DSR,DSR,Girardia sp.,adult,4,0.5,8
2019-06-03,2019,Summer,Downstream,02DRSU19.DFR,DFR,Lebertia sp.,adult,2,0.5,4
2019-06-03,2019,Summer,Downstream,02DRSU19.DSH,DSH,Lebertia sp.,adult,3,0.5,6
2019-06-03,2019,Summer,Downstream,02DRSU19.DSP,DSP,Lebertia sp.,adult,5,0.5,10
2019-06-03,2019,Summer,Downstream,02DRSU19.DSR,DSR,Lebertia sp.,adult,2,0.5,4
2019-06-03,2019,Summer,Downstream,02DRSU19.DSR,DSR,Lumbriculidae sp.,adult,1,0.5,2
2019-06-03,2019,Summer,Downstream,02DRSU19.DM,DM,Lumbriculus variegatus,adult,1,0.5,2
2019-06-03,2019,Summer,Downstream,02DRSU19.DFR,DFR,Optioservus sp.,adult,1,0.5,2
2019-06-03,2019,Summer,Downstream,02DRSU19.DSH,DSH,Optioservus sp.,adult,2,0.5,4
2019-06-03,2019,Summer,Downstream,02DRSU19.DSP,DSP,Optioservus sp.,adult,1,0.5,2
2019-06-03,2019,Summer,Downstream,02DRSU19.DSR,DSR,Optioservus sp.,adult,1,0.5,2
2019-06-03,2019,Summer,Downstream,02DRSU19.DM,DM,Oulimnius sp.,adult,1,0.5,2
2019-06-03,2019,Summer,Downstream,02DRSU19.DM,DM,Prostoma sp.,adult,1,0.5,2
2019-06-03,2019,Summer,Downstream,02DRSU19.DM,DM,Protzia sp.,adult,1,0.5,2
2019-06-03,2019,Summer,Downstream,02DRSU19.DFR,DFR,Sperchon sp.,adult,1,0.5,2
2019-06-03,2019,Summer,Downstream,02DRSU19.DM,DM,Sperchon sp.,adult,1,0.5,2
2019-06-03,2019,Summer,Downstream,02DRSU19.DSH,DSH,Sperchon sp.,adult,3,0.5,6
2019-06-03,2019,Summer,Downstream,02DRSU19.DSP,DSP,Sperchon sp.,adult,2,0.5,4
2019-06-03,2019,Summer,Downstream,02DRSU19.DM,DM,Sperchonopsis sp.,adult,1,0.5,2
2019-06-03,2019,Summer,Downstream,02DRSU19.DFR,DFR,Stenelmis sp.,adult,7,0.5,14
2019-06-03,2019,Summer,Downstream,02DRSU19.DM,DM,Stenelmis sp.,adult,9,0.5,18
2019-06-03,2019,Summer,Downstream,02DRSU19.DSP,DSP,Stenelmis sp.,adult,10,0.5,20
2019-06-03,2019,Summer,Downstream,02DRSU19.DSR,DSR,Stenelmis sp.,adult,10,0.5,20
2019-06-03,2019,Summer,Downstream,02DRSU19.DSH,DSH,Stylodrilus heringianus,adult,2,0.5,4
2019-06-03,2019,Summer,Downstream,02DRSU19.DFR,DFR,Torrenticola sp.,adult,2,0.5,4
2019-06-03,2019,Summer,Downstream,02DRSU19.DM,DM,Torrenticola sp.,adult,1,0.5,2
2019-06-03,2019,Summer,Downstream,02DRSU19.DSP,DSP,Torrenticola sp.,adult,1,0.5,2
2019-06-04,2019,Summer,Downstream,03DRSU19.DSH,DSH,Aturus sp.,adult,1,0.5,2
2019-06-04,2019,Summer,Downstream,03DRSU19.DSH,DSH,Aulodrilus pluriseta,adult,2,0.5,4
2019-06-04,2019,Summer,Downstream,03DRSU19.DFR,DFR,Bothrioneurum vejdovskyanum,adult,1,0.5,2
2019-06-04,2019,Summer,Downstream,03DRSU19.DFR,DFR,Ferrissia sp.,adult,10,0.5,20
2019-06-04,2019,Summer,Downstream,03DRSU19.DM,DM,Ferrissia sp.,adult,9,0.5,18
2019-06-04,2019,Summer,Downstream,03DRSU19.DSH,DSH,Ferrissia sp.,adult,6,0.5,12
2019-06-04,2019,Summer,Downstream,03DRSU19.DSP,DSP,Ferrissia sp.,adult,7,0.5,14
2019-06-04,2019,Summer,Downstream,03DRSU19.DSR,DSR,Ferrissia sp.,adult,1,0.5,2
2019-06-04,2019,Summer,Downstream,03DRSU19.DM,DM,Girardia sp.,adult,2,0.5,4
2019-06-04,2019,Summer,Downstream,03DRSU19.DSH,DSH,Girardia sp.,adult,9,0.5,18
2019-06-04,2019,Summer,Downstream,03DRSU19.DSP,DSP,Girardia sp.,adult,5,0.5,10
2019-06-04,2019,Summer,Downstream,03DRSU19.DFR,DFR,Hygrobates sp.,adult,1,0.5,2
2019-06-04,2019,Summer,Downstream,03DRSU19.DSP,DSP,Hygrobates sp.,adult,1,0.5,2
2019-06-04,2019,Summer,Downstream,03DRSU19.DFR,DFR,Lebertia sp.,adult,5,0.5,10
2019-06-04,2019,Summer,Downstream,03DRSU19.DSH,DSH,Lebertia sp.,adult,4,0.5,8
2019-06-04,2019,Summer,Downstream,03DRSU19.DSP,DSP,Lebertia sp.,adult,2,0.5,4
2019-06-04,2019,Summer,Downstream,03DRSU19.DM,DM,Lumbriculus variegatus,adult,1,0.5,2
2019-06-04,2019,Summer,Downstream,03DRSU19.DSR,DSR,Lumbriculus variegatus,adult,1,0.5,2
2019-06-04,2019,Summer,Downstream,03DRSU19.DM,DM,Optioservus sp.,adult,2,0.5,4
2019-06-04,2019,Summer,Downstream,03DRSU19.DSH,DSH,Optioservus sp.,adult,1,0.5,2
2019-06-04,2019,Summer,Downstream,03DRSU19.DSH,DSH,Oulimnius sp.,adult,1,0.5,2
2019-06-04,2019,Summer,Downstream,03DRSU19.DSR,DSR,Platyhelminthes sp.,adult,1,0.5,2
2019-06-04,2019,Summer,Downstream,03DRSU19.DM,DM,Protzia sp.,adult,1,0.5,2
2019-06-04,2019,Summer,Downstream,03DRSU19.DSH,DSH,Rhagovelia sp.,adult,1,0.5,2
2019-06-04,2019,Summer,Downstream,03DRSU19.DSH,DSH,Sperchon sp.,adult,1,0.5,2
2019-06-04,2019,Summer,Downstream,03DRSU19.DFR,DFR,Sperchonopsis sp.,adult,1,0.5,2
2019-06-04,2019,Summer,Downstream,03DRSU19.DSR,DSR,Sperchonopsis sp.,adult,1,0.5,2
2019-06-04,2019,Summer,Downstream,03DRSU19.DFR,DFR,Stenelmis sp.,adult,3,0.5,6
2019-06-04,2019,Summer,Downstream,03DRSU19.DM,DM,Stenelmis sp.,adult,5,0.5,10
2019-06-04,2019,Summer,Downstream,03DRSU19.DSH,DSH,Stenelmis sp.,adult,7,0.5,14
2019-06-04,2019,Summer,Downstream,03DRSU19.DSP,DSP,Stenelmis sp.,adult,10,0.5,20
2019-06-04,2019,Summer,Downstream,03DRSU19.DSR,DSR,Stenelmis sp.,adult,2,0.5,4
2019-06-04,2019,Summer,Downstream,03DRSU19.DFR,DFR,Torrenticola sp.,adult,2,0.5,4
2019-06-04,2019,Summer,Downstream,03DRSU19.DM,DM,Torrenticola sp.,adult,1,0.5,2
2019-06-05,2019,Summer,Upstream,03URSU19.UFR,UFR,Caecidotea sp.,adult,1,0.5,2
2019-06-05,2019,Summer,Upstream,03URSU19.USU,USU,Caecidotea sp.,adult,1,0.5,2
2019-06-05,2019,Summer,Upstream,03URSU19.USR,USR,Ferrissia sp.,adult,1,0.5,2
2019-06-05,2019,Summer,Upstream,03URSU19.USH,USH,Lebertia sp.,adult,2,0.5,4
2019-06-05,2019,Summer,Upstream,03URSU19.USU,USU,Lebertia sp.,adult,1,0.5,2
2019-06-05,2019,Summer,Upstream,03URSU19.UFR,UFR,Lumbriculus variegatus,adult,1,0.5,2
2019-06-05,2019,Summer,Upstream,03URSU19.UFR,UFR,Mideopsis sp.,adult,1,0.5,2
2019-06-05,2019,Summer,Upstream,03URSU19.UM,UM,Optioservus sp.,adult,1,0.5,2
2019-06-05,2019,Summer,Upstream,03URSU19.USU,USU,Optioservus sp.,adult,3,0.5,6
2019-06-05,2019,Summer,Upstream,03URSU19.USH,USH,Oulimnius sp.,adult,2,0.5,4
2019-06-05,2019,Summer,Upstream,03URSU19.USU,USU,Oulimnius sp.,adult,1,0.5,2
2019-06-05,2019,Summer,Upstream,03URSU19.USU,USU,Protzia sp.,adult,1,0.5,2
2019-06-05,2019,Summer,Upstream,03URSU19.USR,USR,segmentedWorms,adult,1,0.5,2
2019-06-05,2019,Summer,Upstream,03URSU19.UM,UM,Sperchon sp.,adult,1,0.5,2
2019-06-05,2019,Summer,Upstream,03URSU19.USU,USU,Sperchon sp.,adult,5,0.5,10
2019-06-05,2019,Summer,Upstream,03URSU19.UFR,UFR,Sperchonopsis sp.,adult,1,0.5,2
2019-06-05,2019,Summer,Upstream,03URSU19.UFR,UFR,Stenelmis sp.,adult,1,0.5,2
2019-06-05,2019,Summer,Upstream,03URSU19.UM,UM,Stenelmis sp.,adult,2,0.5,4
2019-06-05,2019,Summer,Upstream,03URSU19.USH,USH,Stenelmis sp.,adult,1,0.5,2
2019-06-05,2019,Summer,Upstream,03URSU19.USR,USR,Stenelmis sp.,adult,2,0.5,4
2019-06-05,2019,Summer,Upstream,03URSU19.USU,USU,Stenelmis sp.,adult,1,0.5,2
2019-06-05,2019,Summer,Upstream,03URSU19.UFR,UFR,Stylodrilus heringianus,adult,2,0.5,4
2019-06-05,2019,Summer,Upstream,03URSU19.USH,USH,Stylodrilus heringianus,adult,1,0.5,2
2019-06-05,2019,Summer,Upstream,03URSU19.USH,USH,Torrenticola sp.,adult,1,0.5,2
2019-06-05,2019,Summer,Upstream,03URSU19.USU,USU,Torrenticola sp.,adult,1,0.5,2
2019-09-16,2019,Fall,Upstream,01URFA19.UFR,UFR,Ferrissia sp.,adult,3,0.5,6
2019-09-16,2019,Fall,Upstream,01URFA19.UFR,UFR,Ferrissia sp.,adult,6,0.5,12
2019-09-16,2019,Fall,Upstream,01URFA19.USH,USH,Ferrissia sp.,adult,15,0.5,30
2019-09-16,2019,Fall,Upstream,01URFA19.USR,USR,Ferrissia sp.,adult,2,0.5,4
2019-09-16,2019,Fall,Upstream,01URFA19.UFR,UFR,segmentedWorms,adult,1,0.5,2
2019-09-16,2019,Fall,Upstream,01URFA19.USR,USR,segmentedWorms,adult,2,0.5,4
2019-09-17,2019,Fall,Downstream,01DRFA19.DFR,DFR,Ferrissia sp.,adult,1,0.5,2
2019-09-17,2019,Fall,Downstream,01DRFA19.DSP,DSP,Ferrissia sp.,adult,3,0.5,6
2019-09-17,2019,Fall,Downstream,01DRFA19.DSR,DSR,Ferrissia sp.,adult,1,0.5,2
2019-09-17,2019,Fall,Downstream,01DRFA19.DFR,DFR,Stenelmis sp.,adult,2,0.5,4
2019-09-17,2019,Fall,Downstream,01DRFA19.DSH,DSH,Stenelmis sp.,adult,3,0.5,6
2019-09-17,2019,Fall,Downstream,01DRFA19.DSP,DSP,Stenelmis sp.,adult,15,0.5,30
2019-09-17,2019,Fall,Downstream,01DRFA19.DSR,DSR,Stenelmis sp.,adult,2,0.5,4
2019-09-17,2019,Fall,Downstream,01DRFA19.DM,DM,Torrenticola sp.,adult,1,0.5,2
2019-09-23,2019,Fall,Downstream,02DRFA19.DM,DM,Girardia sp.,adult,1,0.5,2
2019-09-23,2019,Fall,Downstream,02DRFA19.DSH,DSH,Girardia sp.,adult,1,0.5,2
2019-09-23,2019,Fall,Downstream,02DRFA19.DM,DM,Prostoma sp.,adult,3,0.5,6
2019-09-23,2019,Fall,Downstream,02DRFA19.DSH,DSH,Prostoma sp.,adult,1,0.5,2
2019-09-23,2019,Fall,Downstream,02DRFA19.DSR,DSR,segmentedWorms,adult,1,0.5,2
2019-09-23,2019,Fall,Downstream,02DRFA19.DFR,DFR,Stenelmis sp.,adult,1,0.5,2
2019-09-23,2019,Fall,Downstream,02DRFA19.DM,DM,Stenelmis sp.,adult,5,0.5,10
2019-09-23,2019,Fall,Downstream,02DRFA19.DSH,DSH,Stenelmis sp.,adult,2,0.5,4
2019-09-24,2019,Fall,Upstream,02URFA19.USH,USH,Caecidotea sp.,adult,1,0.5,2
2019-09-24,2019,Fall,Upstream,02URFA19.UFR,UFR,Ferrissia sp.,adult,1,0.5,2
2019-09-24,2019,Fall,Upstream,02URFA19.USH,USH,Ferrissia sp.,adult,19,0.5,38
2019-09-24,2019,Fall,Upstream,02URFA19.USU,USU,Ferrissia sp.,adult,46,0.5,92
2019-09-24,2019,Fall,Upstream,02URFA19.USH,USH,Lebertia sp.,adult,1,0.5,2
2019-09-24,2019,Fall,Upstream,02URFA19.UFR,UFR,segmentedWorms,adult,1,0.5,2
2019-09-24,2019,Fall,Upstream,02URFA19.USR,USR,segmentedWorms,adult,1,0.5,2
2019-09-24,2019,Fall,Upstream,02URFA19.USH,USH,Sperchonopsis sp.,adult,1,0.5,2
2019-09-24,2019,Fall,Upstream,02URFA19.UFR,UFR,Stenelmis sp.,adult,1,0.5,2
2019-09-24,2019,Fall,Upstream,02URFA19.UM,UM,Stenelmis sp.,adult,1,0.5,2
2019-09-24,2019,Fall,Upstream,02URFA19.USU,USU,Stenelmis sp.,adult,3,0.5,6
2019-09-24,2019,Fall,Upstream,02URFA19.USU,USU,Torrenticola sp.,adult,2,0.5,4
2019-09-26,2019,Fall,Downstream,03DRFA19.DSH,DSH,Nematomorpha sp.,adult,1,0.5,2
2019-09-26,2019,Fall,Downstream,03DRFA19.DFR,DFR,Torrenticola sp.,adult,1,0.5,2
2019-10-03,2019,Fall,Upstream,03URFA19.UFR,UFR,Ferrissia sp.,adult,13,0.5,26
2019-10-03,2019,Fall,Upstream,03URFA19.UM,UM,Ferrissia sp.,adult,1,0.5,2
2019-10-03,2019,Fall,Upstream,03URFA19.USH,USH,Ferrissia sp.,adult,1,0.5,2
2019-10-03,2019,Fall,Upstream,03URFA19.USR,USR,Ferrissia sp.,adult,22,0.5,44
2019-10-03,2019,Fall,Upstream,03URFA19.UFR,UFR,Stenelmis sp.,adult,5,0.5,10
2019-10-03,2019,Fall,Upstream,03URFA19.USR,USR,Stenelmis sp.,adult,1,0.5,2
2020-06-05,2020,Summer,Upstream,01URSU20.UFR,UFR,Ferrissia sp.,adult,6,0.5,12
2020-06-05,2020,Summer,Upstream,01URSU20.USH,USH,Ferrissia sp.,adult,6,0.5,12
2020-06-05,2020,Summer,Upstream,01URSU20.USU,USU,Ferrissia sp.,adult,8,0.5,16
2020-06-05,2020,Summer,Upstream,01URSU20.USH,USH,Lebertia sp.,adult,1,0.5,2
2020-06-05,2020,Summer,Upstream,01URSU20.USU,USU,Lebertia sp.,adult,1,0.5,2
2020-06-05,2020,Summer,Upstream,01URSU20.UFR,UFR,segmentedWorms,adult,16,0.5,32
2020-06-05,2020,Summer,Upstream,01URSU20.UM,UM,segmentedWorms,adult,14,0.5,28
2020-06-05,2020,Summer,Upstream,01URSU20.USH,USH,segmentedWorms,adult,21,0.5,42
2020-06-05,2020,Summer,Upstream,01URSU20.USR,USR,segmentedWorms,adult,6,0.5,12
2020-06-05,2020,Summer,Upstream,01URSU20.USU,USU,segmentedWorms,adult,8,0.5,16
2020-06-05,2020,Summer,Upstream,01URSU20.USH,USH,Sperchon sp.,adult,1,0.5,2
2020-06-05,2020,Summer,Upstream,01URSU20.USH,USH,Sperchonopsis sp.,adult,1,0.5,2
2020-06-05,2020,Summer,Upstream,01URSU20.UM,UM,Stenelmis sp.,adult,1,0.5,2
2020-06-05,2020,Summer,Upstream,01URSU20.USH,USH,Stenelmis sp.,adult,1,0.5,2
2020-06-05,2020,Summer,Upstream,01URSU20.USU,USU,Stenelmis sp.,adult,5,0.5,10
2020-06-05,2020,Summer,Upstream,01URSU20.USH,USH,Trombidiformes sp.,adult,1,0.5,2
2020-06-06,2020,Summer,Downstream,01DRSU20.DFR,DFR,Agapetus sp.,pupa,1,0.25,4
2020-06-06,2020,Summer,Downstream,01DRSU20.DSR,DSR,Bivalvia sp.,adult,6,0.25,24
2020-06-06,2020,Summer,Downstream,01DRSU20.DSH,DSH,Caecidotea sp.,adult,1,0.25,4
2020-06-06,2020,Summer,Downstream,01DRSU20.DSP,DSP,Caecidotea sp.,adult,1,0.25,4
2020-06-06,2020,Summer,Downstream,01DRSU20.DSR,DSR,Caecidotea sp.,adult,6,0.25,24
2020-06-06,2020,Summer,Downstream,01DRSU20.DFR,DFR,Ferrissia sp.,adult,11,0.25,44
2020-06-06,2020,Summer,Downstream,01DRSU20.DM,DM,Ferrissia sp.,adult,2,0.25,8
2020-06-06,2020,Summer,Downstream,01DRSU20.DSH,DSH,Ferrissia sp.,adult,14,0.25,56
2020-06-06,2020,Summer,Downstream,01DRSU20.DSP,DSP,Ferrissia sp.,adult,12,0.25,48
2020-06-06,2020,Summer,Downstream,01DRSU20.DSR,DSR,Ferrissia sp.,adult,5,0.25,20
2020-06-06,2020,Summer,Downstream,01DRSU20.DSH,DSH,Gammarus sp.,adult,2,0.25,8
2020-06-06,2020,Summer,Downstream,01DRSU20.DSP,DSP,Gammarus sp.,adult,4,0.25,16
2020-06-06,2020,Summer,Downstream,01DRSU20.DFR,DFR,Girardia sp.,adult,1,0.25,4
2020-06-06,2020,Summer,Downstream,01DRSU20.DM,DM,Lebertia sp.,adult,1,0.25,4
2020-06-06,2020,Summer,Downstream,01DRSU20.DSH,DSH,Lebertia sp.,adult,4,0.25,16
2020-06-06,2020,Summer,Downstream,01DRSU20.DSH,DSH,Optioservus sp.,adult,1,0.25,4
2020-06-06,2020,Summer,Downstream,01DRSU20.DSR,DSR,Oulimnius sp.,adult,2,0.25,8
2020-06-06,2020,Summer,Downstream,01DRSU20.DFR,DFR,Sciaridae sp.,adult,1,0.25,4
2020-06-06,2020,Summer,Downstream,01DRSU20.DFR,DFR,segmentedWorms,adult,22,0.25,88
2020-06-06,2020,Summer,Downstream,01DRSU20.DM,DM,segmentedWorms,adult,28,0.25,112
2020-06-06,2020,Summer,Downstream,01DRSU20.DSH,DSH,segmentedWorms,adult,53,0.25,212
2020-06-06,2020,Summer,Downstream,01DRSU20.DSH,DSH,segmentedWorms,adult,3,0.25,12
2020-06-06,2020,Summer,Downstream,01DRSU20.DSP,DSP,segmentedWorms,adult,62,0.25,248
2020-06-06,2020,Summer,Downstream,01DRSU20.DSR,DSR,segmentedWorms,adult,3,0.25,12
2020-06-06,2020,Summer,Downstream,01DRSU20.DSR,DSR,segmentedWorms,adult,28,0.25,112
2020-06-06,2020,Summer,Downstream,01DRSU20.DSH,DSH,Sperchon sp.,adult,2,0.25,8
2020-06-06,2020,Summer,Downstream,01DRSU20.DFR,DFR,Sperchonopsis sp.,adult,1,0.25,4
2020-06-06,2020,Summer,Downstream,01DRSU20.DFR,DFR,Pisidiidae sp.,adult,1,0.25,4
2020-06-06,2020,Summer,Downstream,01DRSU20.DSH,DSH,Pisidiidae sp.,adult,1,0.25,4
2020-06-06,2020,Summer,Downstream,01DRSU20.DFR,DFR,Stenelmis sp.,adult,1,0.25,4
2020-06-06,2020,Summer,Downstream,01DRSU20.DSH,DSH,Stenelmis sp.,adult,2,0.25,8
2020-06-06,2020,Summer,Downstream,01DRSU20.DSP,DSP,Stenelmis sp.,adult,1,0.25,4
2020-06-06,2020,Summer,Downstream,01DRSU20.DSH,DSH,Torrenticola sp.,adult,2,0.25,8
2020-06-07,2020,Summer,Downstream,02DRSU20.DFR,DFR,Caecidotea sp.,adult,3,0.25,12
2020-06-07,2020,Summer,Downstream,02DRSU20.DSP,DSP,Caecidotea sp.,adult,1,0.25,4
2020-06-07,2020,Summer,Downstream,02DRSU20.DSR,DSR,Caecidotea sp.,adult,1,0.25,4
2020-06-07,2020,Summer,Upstream,02URSU20.UM,UM,Caecidotea sp.,adult,1,0.5,2
2020-06-07,2020,Summer,Downstream,02DRSU20.DFR,DFR,Ferrissia sp.,adult,3,0.25,12
2020-06-07,2020,Summer,Downstream,02DRSU20.DM,DM,Ferrissia sp.,adult,9,0.25,36
2020-06-07,2020,Summer,Downstream,02DRSU20.DSH,DSH,Ferrissia sp.,adult,27,0.25,108
2020-06-07,2020,Summer,Downstream,02DRSU20.DSP,DSP,Ferrissia sp.,adult,17,0.25,68
2020-06-07,2020,Summer,Downstream,02DRSU20.DSR,DSR,Ferrissia sp.,adult,1,0.25,4
2020-06-07,2020,Summer,Upstream,02URSU20.UFR,UFR,Ferrissia sp.,adult,20,0.5,40
2020-06-07,2020,Summer,Upstream,02URSU20.UM,UM,Ferrissia sp.,adult,15,0.5,30
2020-06-07,2020,Summer,Upstream,02URSU20.USR,USR,Ferrissia sp.,adult,3,0.5,6
2020-06-07,2020,Summer,Upstream,02URSU20.USU,USU,Ferrissia sp.,adult,13,0.5,26
2020-06-07,2020,Summer,Downstream,02DRSU20.DSP,DSP,Gammarus sp.,adult,1,0.25,4
2020-06-07,2020,Summer,Upstream,02URSU20.USU,USU,Gammarus sp.,adult,1,0.5,2
2020-06-07,2020,Summer,Downstream,02DRSU20.DSH,DSH,Lebertia sp.,adult,3,0.25,12
2020-06-07,2020,Summer,Upstream,02URSU20.UM,UM,Lebertia sp.,adult,15,0.5,30
